Country,Year,Value - GDP per capita,Unit - GDP per capita,Value - HDI,Unit - HDI,Value - Water Use Efficiency,Unit - Water Use Efficiency,Value - Water Stress,Unit - Water Stress,Value - Total population with access to safe drinking-water,Unit - Total population with access to safe drinking-water,Value - Total renewable water resources per capita,Unit - Total renewable water resources per capita
Egypt,2014,3148.256029,current US$/inhab,0.683,,4.288965381,US$/m3,110.564663024,%,99.2,%,601.51273234,m3/inhab/year
Egypt,2015,3251.455264,current US$/inhab,0.69,,4.351108124,US$/m3,110.928961749,%,99.4,%,588.393007521,m3/inhab/year
Egypt,2016,2708.402039,current US$/inhab,0.695,,4.437579636,US$/m3,110.473588342,%,99.4,%,576.24451528,m3/inhab/year
Egypt,2017,1917.049576,current US$/inhab,0.696,,4.389134016,US$/m3,141.16575592,%,99.4,%,564.891903366,m3/inhab/year
Egypt,2018,2407.453633,current US$/inhab,0.7,,4.585445263,US$/m3,141.16575592,%,99.4,%,554.26620384,m3/inhab/year
Egypt,2019,3004.652156,current US$/inhab,0.7,,4.813238043,US$/m3,141.16575592,%,99.4,%,544.411319093,m3/inhab/year
Egypt,2020,3457.211063,current US$/inhab,0.7,,4.892334203,US$/m3,141.16575592,%,99.4,%,535.057258664,m3/inhab/year
Egypt,2021,3898.01973,current US$/inhab,0.7,,5.310474966,US$/m3,141.16575592,%,99.4,%,526.257128061,m3/inhab/year
El Salvador,2005,2434.323766,current US$/inhab,0.637,,7.658289736,US$/m3,13.212726139,%,86.0,%,4350.910271047,m3/inhab/year
El Salvador,2006,2651.430288,current US$/inhab,0.645,,8.290417926,US$/m3,13.212726139,%,86.9,%,4353.348017942,m3/inhab/year
El Salvador,2007,2814.59003,current US$/inhab,0.644,,8.723841384,US$/m3,13.212726139,%,87.7,%,4346.365093675,m3/inhab/year
El Salvador,2008,2964.171521,current US$/inhab,0.647,,9.378230949,US$/m3,13.212726139,%,88.5,%,4329.197661409,m3/inhab/year
El Salvador,2009,2889.685232,current US$/inhab,0.647,,9.759493792,US$/m3,13.212726139,%,89.3,%,4312.787587577,m3/inhab/year
El Salvador,2010,3017.307794,current US$/inhab,0.659,,10.310122376,US$/m3,13.212726139,%,90.1,%,4296.672213468,m3/inhab/year
El Salvador,2011,3304.97478,current US$/inhab,0.656,,11.155070661,US$/m3,13.212726139,%,90.9,%,4280.349707993,m3/inhab/year
El Salvador,2012,3471.051759,current US$/inhab,0.66,,12.210107137,US$/m3,13.212726139,%,91.6,%,4263.718192735,m3/inhab/year
El Salvador,2013,3555.162431,current US$/inhab,0.662,,13.298600228,US$/m3,13.212726139,%,92.4,%,4246.931846363,m3/inhab/year
El Salvador,2014,3638.518045,current US$/inhab,0.66,,14.303577568,US$/m3,13.212726139,%,93.1,%,4230.596667121,m3/inhab/year
El Salvador,2015,3761.513349,current US$/inhab,0.66,,15.334892544,US$/m3,13.212726139,%,93.8,%,4215.97203432,m3/inhab/year
El Salvador,2016,3870.312982,current US$/inhab,0.662,,16.62683152,US$/m3,13.212726139,%,93.8,%,4202.857046865,m3/inhab/year
El Salvador,2017,3986.049014,current US$/inhab,0.665,,17.870605976,US$/m3,13.212726139,%,93.8,%,4192.029749847,m3/inhab/year
El Salvador,2018,4145.862947,current US$/inhab,0.667,,19.507637053,US$/m3,13.212726139,%,93.8,%,4185.5590406,m3/inhab/year
El Salvador,2019,4280.28789,current US$/inhab,0.667,,21.337951532,US$/m3,13.212726139,%,93.8,%,4182.976479953,m3/inhab/year
El Salvador,2020,3903.395116,current US$/inhab,0.667,,20.959188568,US$/m3,13.212726139,%,93.8,%,4174.658030035,m3/inhab/year
El Salvador,2021,4551.184798,current US$/inhab,0.667,,19.595128618,US$/m3,13.212726139,%,93.8,%,4160.485460711,m3/inhab/year
Equatorial Guinea,2005,9852.458555,current US$/inhab,0.569,,,,0.183503244,%,47.3,%,30067.327685302,m3/inhab/year
Equatorial Guinea,2006,11140.198406,current US$/inhab,0.579,,,,0.183503244,%,47.4,%,28716.018457773,m3/inhab/year
Equatorial Guinea,2007,13776.902027,current US$/inhab,0.585,,,,0.183503244,%,47.4,%,27402.631074162,m3/inhab/year
Equatorial Guinea,2008,19849.726474,current US$/inhab,0.586,,,,0.183503244,%,47.4,%,26131.414885459,m3/inhab/year
Equatorial Guinea,2009,14398.772801,current US$/inhab,0.588,,,,0.183503244,%,47.5,%,24911.707160966,m3/inhab/year
Equatorial Guinea,2010,14890.980243,current US$/inhab,0.58,,,,0.183503244,%,47.5,%,23754.618446009,m3/inhab/year
Equatorial Guinea,2011,18634.963236,current US$/inhab,0.583,,,,0.183503244,%,47.6,%,22715.597227998,m3/inhab/year
Equatorial Guinea,2012,18757.479843,current US$/inhab,0.587,,,,0.183503244,%,47.7,%,21782.184853674,m3/inhab/year
Equatorial Guinea,2013,17639.545284,current US$/inhab,0.588,,,,0.183503244,%,47.7,%,20901.312843616,m3/inhab/year
Equatorial Guinea,2014,16782.647603,current US$/inhab,0.59,,,,0.183503244,%,47.8,%,20074.383311084,m3/inhab/year
Equatorial Guinea,2015,9781.577396,current US$/inhab,0.593,,,,0.183503244,%,47.9,%,19302.539843041,m3/inhab/year
Equatorial Guinea,2016,8035.311957,current US$/inhab,0.592,,,,0.183503244,%,47.9,%,18585.673162359,m3/inhab/year
Equatorial Guinea,2017,8410.394418,current US$/inhab,0.59,,,,0.183503244,%,47.9,%,17922.456424304,m3/inhab/year
Equatorial Guinea,2018,8719.188065,current US$/inhab,0.588,,,,0.183503244,%,47.9,%,17309.204302536,m3/inhab/year
Equatorial Guinea,2019,7351.611037,current US$/inhab,0.588,,,,0.183503244,%,47.9,%,16741.455901395,m3/inhab/year
Equatorial Guinea,2020,6279.165558,current US$/inhab,0.588,,,,0.183503244,%,47.9,%,16290.226678504,m3/inhab/year
Equatorial Guinea,2021,7605.453384,current US$/inhab,0.588,,,,0.183503244,%,47.9,%,15907.336096315,m3/inhab/year
Eritrea,2005,387.89854,current US$/inhab,0.424,,2.058889493,US$/m3,11.175115207,%,53.7,%,2583.224683692,m3/inhab/year
Eritrea,2006,325.4472,current US$/inhab,0.425,,2.008242919,US$/m3,11.175115207,%,54.2,%,2539.848539613,m3/inhab/year
Eritrea,2007,348.572087,current US$/inhab,0.427,,2.086056969,US$/m3,11.175115207,%,54.8,%,2499.856467571,m3/inhab/year
Eritrea,2008,306.972896,current US$/inhab,0.423,,1.871851461,US$/m3,11.175115207,%,55.3,%,2433.64532123,m3/inhab/year
Eritrea,2009,420.468066,current US$/inhab,0.432,,2.185984302,US$/m3,11.175115207,%,55.9,%,2372.005727834,m3/inhab/year
Eritrea,2010,504.97246,current US$/inhab,0.433,,2.280247289,US$/m3,11.175115207,%,56.4,%,2323.899118316,m3/inhab/year
Eritrea,2011,643.790042,current US$/inhab,0.433,,2.946170713,US$/m3,11.175115207,%,57.0,%,2280.542591432,m3/inhab/year
Eritrea,2012,693.249881,current US$/inhab,0.422,,3.039444641,US$/m3,11.175115207,%,57.5,%,2248.972820479,m3/inhab/year
Eritrea,2013,593.972461,current US$/inhab,0.425,,2.655540799,US$/m3,11.175115207,%,57.6,%,2219.109704714,m3/inhab/year
Eritrea,2014,783.599493,current US$/inhab,0.436,,3.590135159,US$/m3,11.175115207,%,57.7,%,2201.042599126,m3/inhab/year
Eritrea,2015,602.752435,current US$/inhab,0.433,,2.926667166,US$/m3,11.175115207,%,57.8,%,2190.115826139,m3/inhab/year
Eritrea,2016,645.922035,current US$/inhab,0.434,,3.194271439,US$/m3,11.175115207,%,57.8,%,2173.663048649,m3/inhab/year
Eritrea,2017,560.495845,current US$/inhab,0.431,,2.818843951,US$/m3,11.175115207,%,57.8,%,2153.413093517,m3/inhab/year
Eritrea,2018,582.130815,current US$/inhab,0.434,,3.210655015,US$/m3,11.175115207,%,57.8,%,2123.136704462,m3/inhab/year
Eritrea,2019,566.436164,current US$/inhab,0.434,,3.338609434,US$/m3,11.175115207,%,57.8,%,2090.706061304,m3/inhab/year
Eritrea,2020,586.05306,current US$/inhab,0.434,,3.190542727,US$/m3,11.175115207,%,57.8,%,2057.162976803,m3/inhab/year
Eritrea,2021,622.98214,current US$/inhab,0.434,,3.26678745,US$/m3,11.175115207,%,57.8,%,2020.544085703,m3/inhab/year
Estonia,2005,10411.563615,current US$/inhab,0.825,,10.860523954,US$/m3,18.027056277,%,99.2,%,9453.280596931,m3/inhab/year
Estonia,2006,12646.859173,current US$/inhab,0.832,,11.731914017,US$/m3,18.937229437,%,99.3,%,9509.107015695,m3/inhab/year
Estonia,2007,16742.324549,current US$/inhab,0.839,,10.710329683,US$/m3,19.847402597,%,99.3,%,9552.624472801,m3/inhab/year
Estonia,2008,18184.746573,current US$/inhab,0.841,,11.871002753,US$/m3,17.359307359,%,99.4,%,9578.081257372,m3/inhab/year
Estonia,2009,14717.850724,current US$/inhab,0.838,,11.593474629,US$/m3,14.913419913,%,99.4,%,9595.729503234,m3/inhab/year
Estonia,2010,14671.124191,current US$/inhab,0.844,,8.886324298,US$/m3,19.935064935,%,99.5,%,9617.471564773,m3/inhab/year
Estonia,2011,17465.051652,current US$/inhab,0.853,,9.340349641,US$/m3,20.281385281,%,99.5,%,9647.220303308,m3/inhab/year
Estonia,2012,17404.385015,current US$/inhab,0.859,,11.080122717,US$/m3,17.651515151,%,99.5,%,9681.843406049,m3/inhab/year
Estonia,2013,19050.802735,current US$/inhab,0.863,,10.56752828,US$/m3,18.917748918,%,99.6,%,9716.369419309,m3/inhab/year
Estonia,2014,20234.409879,current US$/inhab,0.865,,10.979078879,US$/m3,18.614718615,%,99.6,%,9741.914576053,m3/inhab/year
Estonia,2015,17404.964329,current US$/inhab,0.871,,12.144580705,US$/m3,17.482063204,%,99.6,%,9740.94383554,m3/inhab/year
Estonia,2016,18281.033865,current US$/inhab,0.875,,11.332878254,US$/m3,18.954545454,%,99.6,%,9731.550254346,m3/inhab/year
Estonia,2017,20435.205901,current US$/inhab,0.879,,11.804614214,US$/m3,19.317099567,%,99.6,%,9719.562612093,m3/inhab/year
Estonia,2018,23162.853327,current US$/inhab,0.882,,13.680208141,US$/m3,17.408441558,%,99.6,%,9685.753788532,m3/inhab/year
Estonia,2019,23421.995819,current US$/inhab,0.882,,22.578969881,US$/m3,10.892316017,%,99.6,%,9650.055499499,m3/inhab/year
Estonia,2020,23596.628041,current US$/inhab,0.882,,26.883868026,US$/m3,9.231085498,%,99.6,%,9632.59828921,m3/inhab/year
Estonia,2021,27990.621028,current US$/inhab,0.882,,24.742502682,US$/m3,10.819801331,%,99.6,%,9637.984768582,m3/inhab/year
Eswatini,2005,2964.972336,current US$/inhab,0.459,,2.509817275,US$/m3,77.559912854,%,61.1,%,4207.536995539,m3/inhab/year
Eswatini,2006,3053.932497,current US$/inhab,0.472,,2.674111322,US$/m3,77.559912854,%,62.9,%,4184.702176323,m3/inhab/year
Eswatini,2007,3200.512573,current US$/inhab,0.482,,2.810750034,US$/m3,77.559912854,%,64.8,%,4160.485900473,m3/inhab/year
Eswatini,2008,3022.456055,current US$/inhab,0.491,,2.845670265,US$/m3,77.559912854,%,66.6,%,4138.108214741,m3/inhab/year
Eswatini,2009,3270.1377,current US$/inhab,0.501,,2.89553578,US$/m3,77.559912854,%,68.5,%,4119.150304233,m3/inhab/year
Eswatini,2010,4035.534501,current US$/inhab,0.513,,2.974376676,US$/m3,77.559912854,%,70.4,%,4100.298203506,m3/inhab/year
Eswatini,2011,4360.959894,current US$/inhab,0.528,,3.025798172,US$/m3,77.559912854,%,72.3,%,4080.078091428,m3/inhab/year
Eswatini,2012,4396.692629,current US$/inhab,0.542,,3.132224942,US$/m3,77.559912854,%,74.2,%,4057.784287827,m3/inhab/year
Eswatini,2013,4111.281186,current US$/inhab,0.558,,3.24808289,US$/m3,77.559912854,%,74.1,%,4032.838572894,m3/inhab/year
Eswatini,2014,3927.933568,current US$/inhab,0.573,,3.297325877,US$/m3,77.559912854,%,74.1,%,4005.80886696,m3/inhab/year
Eswatini,2015,3579.248871,current US$/inhab,0.585,,3.369092845,US$/m3,77.559912854,%,74.1,%,3977.296778654,m3/inhab/year
Eswatini,2016,3339.987372,current US$/inhab,0.596,,3.435422256,US$/m3,77.559912854,%,74.1,%,3947.400667295,m3/inhab/year
Eswatini,2017,3822.793411,current US$/inhab,0.603,,3.508722684,US$/m3,77.559912854,%,74.1,%,3917.004663928,m3/inhab/year
Eswatini,2018,4020.187765,current US$/inhab,0.608,,3.578235951,US$/m3,77.559912854,%,74.1,%,3886.497051088,m3/inhab/year
Eswatini,2019,3843.256711,current US$/inhab,0.608,,3.663468536,US$/m3,77.559912854,%,74.1,%,3855.976293013,m3/inhab/year
Eswatini,2020,3364.860561,current US$/inhab,0.608,,3.533460601,US$/m3,77.559912854,%,74.1,%,3819.913522579,m3/inhab/year
Eswatini,2021,3968.905959,current US$/inhab,0.608,,3.859677388,US$/m3,77.559912854,%,74.1,%,3782.697054613,m3/inhab/year
Ethiopia,2005,157.010384,current US$/inhab,0.346,,1.53533186,US$/m3,24.040061162,%,38.3,%,1574.804369282,m3/inhab/year
Ethiopia,2006,188.017392,current US$/inhab,0.362,,1.639129373,US$/m3,24.787072561,%,40.1,%,1530.91219152,m3/inhab/year
Ethiopia,2007,231.620094,current US$/inhab,0.377,,1.78490161,US$/m3,25.535140395,%,42.0,%,1487.874100484,m3/inhab/year
Ethiopia,2008,303.573787,current US$/inhab,0.394,,1.825527381,US$/m3,26.282680011,%,43.9,%,1446.232655803,m3/inhab/year
Ethiopia,2009,324.984264,current US$/inhab,0.402,,1.957875476,US$/m3,27.028106756,%,45.9,%,1406.249522725,m3/inhab/year
Ethiopia,2010,294.844784,current US$/inhab,0.412,,2.230809,US$/m3,27.775118154,%,47.8,%,1367.133796488,m3/inhab/year
Ethiopia,2011,331.955251,current US$/inhab,0.423,,2.493008157,US$/m3,28.522129552,%,49.7,%,1328.716529862,m3/inhab/year
Ethiopia,2012,446.902462,current US$/inhab,0.429,,2.493463635,US$/m3,29.269140951,%,51.6,%,1291.671219278,m3/inhab/year
Ethiopia,2013,479.397716,current US$/inhab,0.439,,2.835995199,US$/m3,30.016152349,%,53.5,%,1256.638993759,m3/inhab/year
Ethiopia,2014,543.007562,current US$/inhab,0.446,,3.19941136,US$/m3,30.763163748,%,55.4,%,1223.097298212,m3/inhab/year
Ethiopia,2015,615.570326,current US$/inhab,0.453,,3.60414009,US$/m3,31.510175146,%,57.3,%,1190.570351022,m3/inhab/year
Ethiopia,2016,685.301939,current US$/inhab,0.46,,3.890510108,US$/m3,32.262996942,%,57.3,%,1158.669007659,m3/inhab/year
Ethiopia,2017,709.761008,current US$/inhab,0.467,,4.369768255,US$/m3,32.257186544,%,57.3,%,1127.562952903,m3/inhab/year
Ethiopia,2018,721.77387,current US$/inhab,0.47,,4.920887648,US$/m3,32.257186544,%,57.3,%,1097.818923551,m3/inhab/year
Ethiopia,2019,811.088098,current US$/inhab,0.47,,5.200750335,US$/m3,32.257186544,%,57.3,%,1069.04455825,m3/inhab/year
Ethiopia,2020,824.390268,current US$/inhab,0.47,,5.348632627,US$/m3,32.257186544,%,57.3,%,1041.036365013,m3/inhab/year
Ethiopia,2021,825.291114,current US$/inhab,0.47,,5.518588056,US$/m3,32.257186544,%,57.3,%,1014.274449663,m3/inhab/year
Faroe Islands,2005,,,,,,,,,,,0.0,m3/inhab/year
Faroe Islands,2006,,,,,,,,,,,0.0,m3/inhab/year
Faroe Islands,2007,,,,,,,,,,,0.0,m3/inhab/year
Faroe Islands,2008,,,,,,,,,,,0.0,m3/inhab/year
Faroe Islands,2009,,,,,,,,,,,0.0,m3/inhab/year
Faroe Islands,2010,,,,,,,,,,,0.0,m3/inhab/year
Faroe Islands,2011,,,,,,,,,,,0.0,m3/inhab/year
Faroe Islands,2012,,,,,,,,,,,0.0,m3/inhab/year
Faroe Islands,2013,,,,,,,,,,,0.0,m3/inhab/year
Faroe Islands,2014,,,,,,,,,,,0.0,m3/inhab/year
Faroe Islands,2015,,,,,,,,,,,0.0,m3/inhab/year
Faroe Islands,2016,,,,,,,,,,,0.0,m3/inhab/year
Faroe Islands,2017,,,,,,,,,,,0.0,m3/inhab/year
Faroe Islands,2018,,,,,,,,,,,0.0,m3/inhab/year
Faroe Islands,2019,,,,,,,,,,,0.0,m3/inhab/year
Faroe Islands,2020,,,,,,,,,,,0.0,m3/inhab/year
Faroe Islands,2021,,,,,,,,,,,0.0,m3/inhab/year
Fiji,2005,3406.644156,current US$/inhab,0.687,,35.956245651,US$/m3,0.29737303,%,92.9,%,32631.442995555,m3/inhab/year
Fiji,2006,3483.618622,current US$/inhab,0.687,,36.562050467,US$/m3,0.29737303,%,93.4,%,32329.916893429,m3/inhab/year
Fiji,2007,3793.121777,current US$/inhab,0.691,,35.559762137,US$/m3,0.29737303,%,93.8,%,32055.31253649,m3/inhab/year
Fiji,2008,3928.901165,current US$/inhab,0.691,,35.970495926,US$/m3,0.29737303,%,94.3,%,31837.86442088,m3/inhab/year
Fiji,2009,3184.67557,current US$/inhab,0.694,,36.339129141,US$/m3,0.29737303,%,94.7,%,31673.550532903,m3/inhab/year
Fiji,2010,3469.512556,current US$/inhab,0.694,,36.95429411,US$/m3,0.29737303,%,95.1,%,31541.07133585,m3/inhab/year
Fiji,2011,4155.360708,current US$/inhab,0.698,,35.675246068,US$/m3,0.29737303,%,95.6,%,31430.442943563,m3/inhab/year
Fiji,2012,4359.790128,current US$/inhab,0.702,,35.774965795,US$/m3,0.29737303,%,95.6,%,31337.158186243,m3/inhab/year
Fiji,2013,4587.176974,current US$/inhab,0.707,,36.72587606,US$/m3,0.29737303,%,95.6,%,31255.028994376,m3/inhab/year
Fiji,2014,5305.03238,current US$/inhab,0.712,,37.343788673,US$/m3,0.29737303,%,95.7,%,31183.101052907,m3/inhab/year
Fiji,2015,5105.148732,current US$/inhab,0.718,,39.110409604,US$/m3,0.29737303,%,95.7,%,31127.344090711,m3/inhab/year
Fiji,2016,5368.467353,current US$/inhab,0.718,,40.224582752,US$/m3,0.29737303,%,95.7,%,31087.654117998,m3/inhab/year
Fiji,2017,5825.224294,current US$/inhab,0.721,,42.071905176,US$/m3,0.29737303,%,95.7,%,31065.734223123,m3/inhab/year
Fiji,2018,6073.366212,current US$/inhab,0.724,,43.117521016,US$/m3,0.29737303,%,95.7,%,31066.511714958,m3/inhab/year
Fiji,2019,5968.299049,current US$/inhab,0.724,,42.897749522,US$/m3,0.29737303,%,95.7,%,31084.472462206,m3/inhab/year
Fiji,2020,4864.106002,current US$/inhab,0.724,,36.081115914,US$/m3,0.29737303,%,95.7,%,31018.380699288,m3/inhab/year
Fiji,2021,4646.537921,current US$/inhab,0.724,,34.408637525,US$/m3,0.29737303,%,95.7,%,30877.883648241,m3/inhab/year
Finland,2005,39039.503926,current US$/inhab,0.895,,84.250780792,US$/m3,14.131652495,%,100.0,%,20968.073058866,m3/inhab/year
Finland,2006,41186.116803,current US$/inhab,0.899,,30.122030156,US$/m3,15.560825231,%,100.0,%,20887.724493193,m3/inhab/year
Finland,2007,48412.643965,current US$/inhab,0.901,,91.580121695,US$/m3,14.550154138,%,100.0,%,20799.105411568,m3/inhab/year
Finland,2008,53556.516661,current US$/inhab,0.904,,92.344668001,US$/m3,13.539483045,%,100.0,%,20702.56994175,m3/inhab/year
Finland,2009,47291.64013,current US$/inhab,0.899,,83.998643465,US$/m3,12.528811952,%,100.0,%,20603.823133036,m3/inhab/year
Finland,2010,46460.674931,current US$/inhab,0.903,,86.126390979,US$/m3,11.518140858,%,100.0,%,20509.87168092,m3/inhab/year
Finland,2011,51083.002602,current US$/inhab,0.907,,87.130171363,US$/m3,10.507469765,%,100.0,%,20415.109705232,m3/inhab/year
Finland,2012,47711.777237,current US$/inhab,0.908,,84.909107715,US$/m3,9.496798672,%,100.0,%,20318.224024674,m3/inhab/year
Finland,2013,49878.960306,current US$/inhab,0.916,,83.132365768,US$/m3,8.486127579,%,100.0,%,20224.781903306,m3/inhab/year
Finland,2014,50260.962457,current US$/inhab,0.918,,82.990292253,US$/m3,7.475456486,%,100.0,%,20141.208179528,m3/inhab/year
Finland,2015,42785.244936,current US$/inhab,0.919,,83.297770346,US$/m3,6.464785392,%,100.0,%,20074.967227616,m3/inhab/year
Finland,2016,43784.953248,current US$/inhab,0.922,,87.876846009,US$/m3,5.454114299,%,100.0,%,20017.400580395,m3/inhab/year
Finland,2017,46412.760006,current US$/inhab,0.924,,91.025293856,US$/m3,5.454114299,%,100.0,%,19970.44374326,m3/inhab/year
Finland,2018,49988.206208,current US$/inhab,0.925,,75.331810425,US$/m3,6.639791321,%,100.0,%,19943.935783428,m3/inhab/year
Finland,2019,48630.465937,current US$/inhab,0.925,,61.1725777,US$/m3,7.114062129,%,100.0,%,19921.989112814,m3/inhab/year
Finland,2020,49171.419095,current US$/inhab,0.925,,59.863307899,US$/m3,7.114062129,%,100.0,%,19893.414701016,m3/inhab/year
Finland,2021,53703.452516,current US$/inhab,0.925,,61.856086283,US$/m3,7.114062129,%,100.0,%,19869.970910363,m3/inhab/year
France,2005,36292.656005,current US$/inhab,0.86,,58.028882053,US$/m3,29.281274621,%,100.0,%,3487.022385147,m3/inhab/year
France,2006,38058.227717,current US$/inhab,0.865,,60.752933443,US$/m3,28.206250547,%,100.0,%,3463.607092351,m3/inhab/year
France,2007,43324.700842,current US$/inhab,0.867,,65.652174713,US$/m3,27.131226473,%,100.0,%,3440.439374436,m3/inhab/year
France,2008,47285.212058,current US$/inhab,0.869,,71.356686732,US$/m3,25.089731244,%,100.0,%,3418.609050931,m3/inhab/year
France,2009,43322.877207,current US$/inhab,0.869,,71.192031953,US$/m3,24.923662786,%,100.0,%,3398.112414583,m3/inhab/year
France,2010,42319.286945,current US$/inhab,0.872,,71.917601782,US$/m3,25.017946249,%,100.0,%,3378.996926987,m3/inhab/year
France,2011,45581.775453,current US$/inhab,0.876,,69.404347127,US$/m3,26.390615425,%,100.0,%,3361.196323367,m3/inhab/year
France,2012,42552.163804,current US$/inhab,0.878,,74.773027867,US$/m3,24.567101462,%,100.0,%,3345.414030343,m3/inhab/year
France,2013,44384.143631,current US$/inhab,0.882,,77.799908068,US$/m3,23.773964808,%,100.0,%,3331.481808372,m3/inhab/year
France,2014,44853.490249,current US$/inhab,0.887,,77.987728865,US$/m3,23.896524556,%,100.0,%,3318.210523348,m3/inhab/year
France,2015,38210.573933,current US$/inhab,0.888,,76.385409053,US$/m3,24.613499081,%,100.0,%,3306.703711778,m3/inhab/year
France,2016,38620.282973,current US$/inhab,0.887,,82.147102748,US$/m3,23.142782106,%,100.0,%,3297.425309371,m3/inhab/year
France,2017,40458.149875,current US$/inhab,0.89,,82.088133513,US$/m3,23.589249759,%,100.0,%,3289.469273909,m3/inhab/year
France,2018,43420.224893,current US$/inhab,0.891,,83.488628789,US$/m3,23.569048683,%,100.0,%,3282.625941445,m3/inhab/year
France,2019,42373.920173,current US$/inhab,0.891,,87.513599145,US$/m3,22.94676191,%,100.0,%,3276.409776627,m3/inhab/year
France,2020,40927.520671,current US$/inhab,0.891,,85.942969287,US$/m3,21.598137074,%,100.0,%,3272.329816478,m3/inhab/year
France,2021,45836.255562,current US$/inhab,0.891,,91.130518347,US$/m3,21.598137074,%,100.0,%,3269.723826419,m3/inhab/year
Gabon,2005,6568.349921,current US$/inhab,0.638,,68.349704347,US$/m3,0.502166065,%,87.9,%,113827.036389681,m3/inhab/year
Gabon,2006,6867.348273,current US$/inhab,0.638,,67.110428515,US$/m3,0.502166065,%,88.6,%,110480.02907089,m3/inhab/year
Gabon,2007,8026.303971,current US$/inhab,0.643,,70.126191476,US$/m3,0.502166065,%,89.3,%,107112.391871331,m3/inhab/year
Gabon,2008,9692.993504,current US$/inhab,0.645,,69.189755188,US$/m3,0.502166065,%,89.9,%,103751.426582115,m3/inhab/year
Gabon,2009,7296.550877,current US$/inhab,0.653,,66.790602332,US$/m3,0.502166065,%,90.5,%,100390.55554682,m3/inhab/year
Gabon,2010,8391.437703,current US$/inhab,0.658,,71.108898874,US$/m3,0.502166065,%,91.1,%,97013.333489178,m3/inhab/year
Gabon,2011,10260.374984,current US$/inhab,0.663,,77.289771899,US$/m3,0.502166065,%,91.6,%,93653.032440056,m3/inhab/year
Gabon,2012,9349.061096,current US$/inhab,0.672,,81.193316722,US$/m3,0.502166065,%,92.2,%,90379.238908807,m3/inhab/year
Gabon,2013,9247.41833,current US$/inhab,0.679,,85.750947444,US$/m3,0.502166065,%,92.7,%,87266.181831181,m3/inhab/year
Gabon,2014,9243.014157,current US$/inhab,0.688,,88.881367077,US$/m3,0.502166065,%,93.2,%,84398.697412875,m3/inhab/year
Gabon,2015,7085.121978,current US$/inhab,0.692,,91.370339824,US$/m3,0.502166065,%,93.2,%,81833.181580435,m3/inhab/year
Gabon,2016,6722.169009,current US$/inhab,0.696,,92.953403152,US$/m3,0.502166065,%,93.2,%,79570.282129377,m3/inhab/year
Gabon,2017,6975.769481,current US$/inhab,0.7,,94.77316672,US$/m3,0.502166065,%,93.2,%,77562.30098378,m3/inhab/year
Gabon,2018,7694.90875,current US$/inhab,0.702,,95.917760896,US$/m3,0.502166065,%,93.2,%,75729.512429676,m3/inhab/year
Gabon,2019,7523.862278,current US$/inhab,0.702,,99.434606043,US$/m3,0.502166065,%,93.2,%,74015.119594611,m3/inhab/year
Gabon,2020,6681.100968,current US$/inhab,0.702,,95.718304048,US$/m3,0.502166065,%,93.2,%,72407.727038572,m3/inhab/year
Gabon,2021,7910.846082,current US$/inhab,0.702,,99.042562972,US$/m3,0.502166065,%,93.2,%,70904.446007759,m3/inhab/year
Gambia,2005,618.959806,current US$/inhab,0.413,,6.776898896,US$/m3,2.209656372,%,85.9,%,4818.20897536,m3/inhab/year
Gambia,2006,615.973927,current US$/inhab,0.418,,7.319395796,US$/m3,2.209656372,%,86.5,%,4674.825015456,m3/inhab/year
Gambia,2007,725.092276,current US$/inhab,0.424,,7.705932619,US$/m3,2.209656372,%,87.1,%,4532.87838344,m3/inhab/year
Gambia,2008,857.858239,current US$/inhab,0.431,,7.600219601,US$/m3,2.209656372,%,87.7,%,4394.295764668,m3/inhab/year
Gambia,2009,772.124927,current US$/inhab,0.434,,7.754065745,US$/m3,2.209656372,%,88.3,%,4259.580995666,m3/inhab/year
Gambia,2010,796.631839,current US$/inhab,0.437,,7.915502292,US$/m3,2.209656372,%,88.9,%,4129.511814275,m3/inhab/year
Gambia,2011,705.477493,current US$/inhab,0.435,,8.159402319,US$/m3,2.209656372,%,89.5,%,4003.579199805,m3/inhab/year
Gambia,2012,686.557561,current US$/inhab,0.441,,8.587022502,US$/m3,2.209656372,%,90.1,%,3881.584501609,m3/inhab/year
Gambia,2013,647.385582,current US$/inhab,0.448,,8.912273457,US$/m3,2.209656372,%,90.1,%,3764.937979706,m3/inhab/year
Gambia,2014,561.649866,current US$/inhab,0.449,,9.122812274,US$/m3,2.209656372,%,90.2,%,3654.605099362,m3/inhab/year
Gambia,2015,611.671619,current US$/inhab,0.454,,9.408393978,US$/m3,2.209656372,%,90.2,%,3550.611526261,m3/inhab/year
Gambia,2016,633.199597,current US$/inhab,0.456,,9.687383089,US$/m3,2.209656372,%,90.2,%,3452.433663645,m3/inhab/year
Gambia,2017,632.019869,current US$/inhab,0.459,,10.382404515,US$/m3,2.209656372,%,90.2,%,3359.675992847,m3/inhab/year
Gambia,2018,683.330812,current US$/inhab,0.466,,11.242442351,US$/m3,2.209656372,%,90.2,%,3272.096055652,m3/inhab/year
Gambia,2019,722.875351,current US$/inhab,0.466,,11.945847059,US$/m3,2.209656372,%,90.2,%,3188.670017693,m3/inhab/year
Gambia,2020,704.030458,current US$/inhab,0.466,,11.812011659,US$/m3,2.209656372,%,90.2,%,3108.009145317,m3/inhab/year
