Country,Continent,Year,Value - GDP per capita,Unit - GDP per capita,Value - HDI,Unit - HDI,Value - Water Use Efficiency,Unit - Water Use Efficiency,Value - Water Stress,Unit - Water Stress,Value - Total population with access to safe drinking-water,Unit - Total population with access to safe drinking-water,Value - Total renewable water resources per capita,Unit - Total renewable water resources per capita,TSNE_1,TSNE_2
Eswatini,Africa,2016,3339.987372,current US$/inhab,0.596,,3.435422256,US$/m3,77.559912854,%,74.1,%,3947.400667295,m3/inhab/year,-8.46364974975586,-6.329936981201172
Eswatini,Africa,2017,3822.793411,current US$/inhab,0.603,,3.508722684,US$/m3,77.559912854,%,74.1,%,3917.004663928,m3/inhab/year,9.44174861907959,-5.413417339324951
Eswatini,Africa,2018,4020.187765,current US$/inhab,0.608,,3.578235951,US$/m3,77.559912854,%,74.1,%,3886.497051088,m3/inhab/year,-11.727010726928711,-0.12729080021381378
Eswatini,Africa,2019,3843.256711,current US$/inhab,0.608,,3.663468536,US$/m3,77.559912854,%,74.1,%,3855.976293013,m3/inhab/year,5.3585004806518555,-7.384887218475342
Eswatini,Africa,2020,3364.860561,current US$/inhab,0.608,,3.533460601,US$/m3,77.559912854,%,74.1,%,3819.913522579,m3/inhab/year,3.472593069076538,9.33285903930664
Eswatini,Africa,2021,3968.905959,current US$/inhab,0.608,,3.859677388,US$/m3,77.559912854,%,74.1,%,3782.697054613,m3/inhab/year,10.220553398132324,-0.4419875741004944
Ethiopia,Africa,2005,157.010384,current US$/inhab,0.346,,1.53533186,US$/m3,24.040061162,%,38.3,%,1574.804369282,m3/inhab/year,4.541399955749512,-11.037958145141602
Ethiopia,Africa,2006,188.017392,current US$/inhab,0.362,,1.639129373,US$/m3,24.787072561,%,40.1,%,1530.91219152,m3/inhab/year,-11.347156524658203,0.8103057146072388
Ethiopia,Africa,2007,231.620094,current US$/inhab,0.377,,1.78490161,US$/m3,25.535140395,%,42.0,%,1487.874100484,m3/inhab/year,4.155302047729492,-13.688394546508789
Ethiopia,Africa,2008,303.573787,current US$/inhab,0.394,,1.825527381,US$/m3,26.282680011,%,43.9,%,1446.232655803,m3/inhab/year,12.842637062072754,2.0346996784210205
Ethiopia,Africa,2009,324.984264,current US$/inhab,0.402,,1.957875476,US$/m3,27.028106756,%,45.9,%,1406.249522725,m3/inhab/year,9.38715648651123,8.853056907653809
Ethiopia,Africa,2010,294.844784,current US$/inhab,0.412,,2.230809,US$/m3,27.775118154,%,47.8,%,1367.133796488,m3/inhab/year,-12.096769332885742,-7.733861923217773
Ethiopia,Africa,2011,331.955251,current US$/inhab,0.423,,2.493008157,US$/m3,28.522129552,%,49.7,%,1328.716529862,m3/inhab/year,-14.438758850097656,-0.9940268993377686
Ethiopia,Africa,2012,446.902462,current US$/inhab,0.429,,2.493463635,US$/m3,29.269140951,%,51.6,%,1291.671219278,m3/inhab/year,-11.926826477050781,-9.080580711364746
Ethiopia,Africa,2013,479.397716,current US$/inhab,0.439,,2.835995199,US$/m3,30.016152349,%,53.5,%,1256.638993759,m3/inhab/year,-11.837928771972656,-8.118545532226562
Ethiopia,Africa,2014,543.007562,current US$/inhab,0.446,,3.19941136,US$/m3,30.763163748,%,55.4,%,1223.097298212,m3/inhab/year,7.564610481262207,13.770554542541504
Ethiopia,Africa,2015,615.570326,current US$/inhab,0.453,,3.60414009,US$/m3,31.510175146,%,57.3,%,1190.570351022,m3/inhab/year,-14.560918807983398,-2.103755235671997
Ethiopia,Africa,2016,685.301939,current US$/inhab,0.46,,3.890510108,US$/m3,32.262996942,%,57.3,%,1158.669007659,m3/inhab/year,-12.59260082244873,-8.32924747467041
Ethiopia,Africa,2017,709.761008,current US$/inhab,0.467,,4.369768255,US$/m3,32.257186544,%,57.3,%,1127.562952903,m3/inhab/year,13.813254356384277,-6.625956058502197
Ethiopia,Africa,2018,721.77387,current US$/inhab,0.47,,4.920887648,US$/m3,32.257186544,%,57.3,%,1097.818923551,m3/inhab/year,-16.278661727905273,0.6952202916145325
Ethiopia,Africa,2019,811.088098,current US$/inhab,0.47,,5.200750335,US$/m3,32.257186544,%,57.3,%,1069.04455825,m3/inhab/year,8.199264526367188,-10.859975814819336
Ethiopia,Africa,2020,824.390268,current US$/inhab,0.47,,5.348632627,US$/m3,32.257186544,%,57.3,%,1041.036365013,m3/inhab/year,5.468221187591553,13.381077766418457
Ethiopia,Africa,2021,825.291114,current US$/inhab,0.47,,5.518588056,US$/m3,32.257186544,%,57.3,%,1014.274449663,m3/inhab/year,14.497735977172852,-2.449103832244873
Faroe Islands,Europe,2005,,,,,,,,,,,0.0,m3/inhab/year,,
Faroe Islands,Europe,2006,,,,,,,,,,,0.0,m3/inhab/year,,
Faroe Islands,Europe,2007,,,,,,,,,,,0.0,m3/inhab/year,,
Faroe Islands,Europe,2008,,,,,,,,,,,0.0,m3/inhab/year,,
Faroe Islands,Europe,2009,,,,,,,,,,,0.0,m3/inhab/year,,
Faroe Islands,Europe,2010,,,,,,,,,,,0.0,m3/inhab/year,,
Faroe Islands,Europe,2011,,,,,,,,,,,0.0,m3/inhab/year,,
Faroe Islands,Europe,2012,,,,,,,,,,,0.0,m3/inhab/year,,
Faroe Islands,Europe,2013,,,,,,,,,,,0.0,m3/inhab/year,,
Faroe Islands,Europe,2014,,,,,,,,,,,0.0,m3/inhab/year,,
Faroe Islands,Europe,2015,,,,,,,,,,,0.0,m3/inhab/year,,
Faroe Islands,Europe,2016,,,,,,,,,,,0.0,m3/inhab/year,,
Faroe Islands,Europe,2017,,,,,,,,,,,0.0,m3/inhab/year,,
Faroe Islands,Europe,2018,,,,,,,,,,,0.0,m3/inhab/year,,
Faroe Islands,Europe,2019,,,,,,,,,,,0.0,m3/inhab/year,,
Faroe Islands,Europe,2020,,,,,,,,,,,0.0,m3/inhab/year,,
Faroe Islands,Europe,2021,,,,,,,,,,,0.0,m3/inhab/year,,
Fiji,Oceania,2005,3406.644156,current US$/inhab,0.687,,35.956245651,US$/m3,0.29737303,%,92.9,%,32631.442995555,m3/inhab/year,3.021742582321167,3.9926819801330566
Fiji,Oceania,2006,3483.618622,current US$/inhab,0.687,,36.562050467,US$/m3,0.29737303,%,93.4,%,32329.916893429,m3/inhab/year,5.280471324920654,4.530640602111816
Fiji,Oceania,2007,3793.121777,current US$/inhab,0.691,,35.559762137,US$/m3,0.29737303,%,93.8,%,32055.31253649,m3/inhab/year,-4.789995193481445,2.049098491668701
Fiji,Oceania,2008,3928.901165,current US$/inhab,0.691,,35.970495926,US$/m3,0.29737303,%,94.3,%,31837.86442088,m3/inhab/year,-2.5770554542541504,-4.289674758911133
Fiji,Oceania,2009,3184.67557,current US$/inhab,0.694,,36.339129141,US$/m3,0.29737303,%,94.7,%,31673.550532903,m3/inhab/year,-3.5727319717407227,1.3650637865066528
Fiji,Oceania,2010,3469.512556,current US$/inhab,0.694,,36.95429411,US$/m3,0.29737303,%,95.1,%,31541.07133585,m3/inhab/year,3.205605983734131,7.081912040710449
Fiji,Oceania,2011,4155.360708,current US$/inhab,0.698,,35.675246068,US$/m3,0.29737303,%,95.6,%,31430.442943563,m3/inhab/year,4.7798051834106445,-2.495854616165161
Fiji,Oceania,2012,4359.790128,current US$/inhab,0.702,,35.774965795,US$/m3,0.29737303,%,95.6,%,31337.158186243,m3/inhab/year,1.9739868640899658,5.440948486328125
Fiji,Oceania,2013,4587.176974,current US$/inhab,0.707,,36.72587606,US$/m3,0.29737303,%,95.6,%,31255.028994376,m3/inhab/year,2.5590498447418213,7.255112648010254
Fiji,Oceania,2014,5305.03238,current US$/inhab,0.712,,37.343788673,US$/m3,0.29737303,%,95.7,%,31183.101052907,m3/inhab/year,-4.025898456573486,-2.768328905105591
Fiji,Oceania,2015,5105.148732,current US$/inhab,0.718,,39.110409604,US$/m3,0.29737303,%,95.7,%,31127.344090711,m3/inhab/year,6.833560466766357,-3.339754104614258
Fiji,Oceania,2016,5368.467353,current US$/inhab,0.718,,40.224582752,US$/m3,0.29737303,%,95.7,%,31087.654117998,m3/inhab/year,7.110595703125,0.6220036149024963
Fiji,Oceania,2017,5825.224294,current US$/inhab,0.721,,42.071905176,US$/m3,0.29737303,%,95.7,%,31065.734223123,m3/inhab/year,-1.3685749769210815,4.278881072998047
Fiji,Oceania,2018,6073.366212,current US$/inhab,0.724,,43.117521016,US$/m3,0.29737303,%,95.7,%,31066.511714958,m3/inhab/year,4.702120780944824,2.395475149154663
Fiji,Oceania,2019,5968.299049,current US$/inhab,0.724,,42.897749522,US$/m3,0.29737303,%,95.7,%,31084.472462206,m3/inhab/year,-2.264702796936035,7.441048622131348
Fiji,Oceania,2020,4864.106002,current US$/inhab,0.724,,36.081115914,US$/m3,0.29737303,%,95.7,%,31018.380699288,m3/inhab/year,0.08842072635889053,-6.1906023025512695
Fiji,Oceania,2021,4646.537921,current US$/inhab,0.724,,34.408637525,US$/m3,0.29737303,%,95.7,%,30877.883648241,m3/inhab/year,-6.741012096405029,-0.6864399313926697
Finland,Europe,2005,39039.503926,current US$/inhab,0.895,,84.250780792,US$/m3,14.131652495,%,100.0,%,20968.073058866,m3/inhab/year,-3.2037863731384277,9.675581932067871
Finland,Europe,2006,41186.116803,current US$/inhab,0.899,,30.122030156,US$/m3,15.560825231,%,100.0,%,20887.724493193,m3/inhab/year,6.4140214920043945,3.362360715866089
Finland,Europe,2007,48412.643965,current US$/inhab,0.901,,91.580121695,US$/m3,14.550154138,%,100.0,%,20799.105411568,m3/inhab/year,-5.307826042175293,6.379316329956055
Finland,Europe,2008,53556.516661,current US$/inhab,0.904,,92.344668001,US$/m3,13.539483045,%,100.0,%,20702.56994175,m3/inhab/year,-7.1919331550598145,-4.431870937347412
Finland,Europe,2009,47291.64013,current US$/inhab,0.899,,83.998643465,US$/m3,12.528811952,%,100.0,%,20603.823133036,m3/inhab/year,-6.43499231338501,-8.701986312866211
Finland,Europe,2010,46460.674931,current US$/inhab,0.903,,86.126390979,US$/m3,11.518140858,%,100.0,%,20509.87168092,m3/inhab/year,8.343100547790527,5.990642070770264
Finland,Europe,2011,51083.002602,current US$/inhab,0.907,,87.130171363,US$/m3,10.507469765,%,100.0,%,20415.109705232,m3/inhab/year,9.492385864257812,1.5110301971435547
Finland,Europe,2012,47711.777237,current US$/inhab,0.908,,84.909107715,US$/m3,9.496798672,%,100.0,%,20318.224024674,m3/inhab/year,10.140019416809082,1.4701180458068848
Finland,Europe,2013,49878.960306,current US$/inhab,0.916,,83.132365768,US$/m3,8.486127579,%,100.0,%,20224.781903306,m3/inhab/year,7.706130027770996,5.08347225189209
Finland,Europe,2014,50260.962457,current US$/inhab,0.918,,82.990292253,US$/m3,7.475456486,%,100.0,%,20141.208179528,m3/inhab/year,-1.8512953519821167,-8.833017349243164
Finland,Europe,2015,42785.244936,current US$/inhab,0.919,,83.297770346,US$/m3,6.464785392,%,100.0,%,20074.967227616,m3/inhab/year,9.060544967651367,1.3396743535995483
Finland,Europe,2016,43784.953248,current US$/inhab,0.922,,87.876846009,US$/m3,5.454114299,%,100.0,%,20017.400580395,m3/inhab/year,7.601600170135498,6.01024866104126
Finland,Europe,2017,46412.760006,current US$/inhab,0.924,,91.025293856,US$/m3,5.454114299,%,100.0,%,19970.44374326,m3/inhab/year,-8.979290008544922,-0.5142698884010315
Finland,Europe,2018,49988.206208,current US$/inhab,0.925,,75.331810425,US$/m3,6.639791321,%,100.0,%,19943.935783428,m3/inhab/year,7.144800662994385,-0.7917435169219971
Finland,Europe,2019,48630.465937,current US$/inhab,0.925,,61.1725777,US$/m3,7.114062129,%,100.0,%,19921.989112814,m3/inhab/year,-5.427236080169678,6.8014984130859375
Finland,Europe,2020,49171.419095,current US$/inhab,0.925,,59.863307899,US$/m3,7.114062129,%,100.0,%,19893.414701016,m3/inhab/year,-2.8929731845855713,-7.105401039123535
Finland,Europe,2021,53703.452516,current US$/inhab,0.925,,61.856086283,US$/m3,7.114062129,%,100.0,%,19869.970910363,m3/inhab/year,-7.792142868041992,2.3689496517181396
France,Europe,2005,36292.656005,current US$/inhab,0.86,,58.028882053,US$/m3,29.281274621,%,100.0,%,3487.022385147,m3/inhab/year,-3.43673038482666,8.036040306091309
France,Europe,2006,38058.227717,current US$/inhab,0.865,,60.752933443,US$/m3,28.206250547,%,100.0,%,3463.607092351,m3/inhab/year,9.900020599365234,0.41502803564071655
France,Europe,2007,43324.700842,current US$/inhab,0.867,,65.652174713,US$/m3,27.131226473,%,100.0,%,3440.439374436,m3/inhab/year,-2.958076000213623,7.918778419494629
France,Europe,2008,47285.212058,current US$/inhab,0.869,,71.356686732,US$/m3,25.089731244,%,100.0,%,3418.609050931,m3/inhab/year,-8.554926872253418,-2.2957160472869873
France,Europe,2009,43322.877207,current US$/inhab,0.869,,71.192031953,US$/m3,24.923662786,%,100.0,%,3398.112414583,m3/inhab/year,-7.120141983032227,-6.604314804077148
France,Europe,2010,42319.286945,current US$/inhab,0.872,,71.917601782,US$/m3,25.017946249,%,100.0,%,3378.996926987,m3/inhab/year,8.230978965759277,4.207018852233887
France,Europe,2011,45581.775453,current US$/inhab,0.876,,69.404347127,US$/m3,26.390615425,%,100.0,%,3361.196323367,m3/inhab/year,8.188065528869629,2.9593451023101807
France,Europe,2012,42552.163804,current US$/inhab,0.878,,74.773027867,US$/m3,24.567101462,%,100.0,%,3345.414030343,m3/inhab/year,8.790071487426758,2.370154619216919
France,Europe,2013,44384.143631,current US$/inhab,0.882,,77.799908068,US$/m3,23.773964808,%,100.0,%,3331.481808372,m3/inhab/year,7.875986099243164,2.9064509868621826
France,Europe,2014,44853.490249,current US$/inhab,0.887,,77.987728865,US$/m3,23.896524556,%,100.0,%,3318.210523348,m3/inhab/year,-0.2437615841627121,-8.597677230834961
France,Europe,2015,38210.573933,current US$/inhab,0.888,,76.385409053,US$/m3,24.613499081,%,100.0,%,3306.703711778,m3/inhab/year,8.381582260131836,2.381687641143799
France,Europe,2016,38620.282973,current US$/inhab,0.887,,82.147102748,US$/m3,23.142782106,%,100.0,%,3297.425309371,m3/inhab/year,6.248705863952637,6.7906575202941895
France,Europe,2017,40458.149875,current US$/inhab,0.89,,82.088133513,US$/m3,23.589249759,%,100.0,%,3289.469273909,m3/inhab/year,-8.821440696716309,0.7524338364601135
France,Europe,2018,43420.224893,current US$/inhab,0.891,,83.488628789,US$/m3,23.569048683,%,100.0,%,3282.625941445,m3/inhab/year,7.672853946685791,-2.491594076156616
France,Europe,2019,42373.920173,current US$/inhab,0.891,,87.513599145,US$/m3,22.94676191,%,100.0,%,3276.409776627,m3/inhab/year,-8.194540977478027,6.113866329193115
France,Europe,2020,40927.520671,current US$/inhab,0.891,,85.942969287,US$/m3,21.598137074,%,100.0,%,3272.329816478,m3/inhab/year,-6.010314464569092,-8.189996719360352
France,Europe,2021,45836.255562,current US$/inhab,0.891,,91.130518347,US$/m3,21.598137074,%,100.0,%,3269.723826419,m3/inhab/year,-8.915031433105469,4.865248680114746
Gabon,Africa,2005,6568.349921,current US$/inhab,0.638,,68.349704347,US$/m3,0.502166065,%,87.9,%,113827.036389681,m3/inhab/year,6.2652997970581055,3.0929219722747803
Gabon,Africa,2006,6867.348273,current US$/inhab,0.638,,67.110428515,US$/m3,0.502166065,%,88.6,%,110480.02907089,m3/inhab/year,3.7107131481170654,7.525205135345459
Gabon,Africa,2007,8026.303971,current US$/inhab,0.643,,70.126191476,US$/m3,0.502166065,%,89.3,%,107112.391871331,m3/inhab/year,-7.493603706359863,-0.9945178031921387
Gabon,Africa,2008,9692.993504,current US$/inhab,0.645,,69.189755188,US$/m3,0.502166065,%,89.9,%,103751.426582115,m3/inhab/year,1.4437367916107178,-6.238613128662109
Gabon,Africa,2009,7296.550877,current US$/inhab,0.653,,66.790602332,US$/m3,0.502166065,%,90.5,%,100390.55554682,m3/inhab/year,-4.560150623321533,5.227136611938477
Gabon,Africa,2010,8391.437703,current US$/inhab,0.658,,71.108898874,US$/m3,0.502166065,%,91.1,%,97013.333489178,m3/inhab/year,1.6489390134811401,10.726186752319336
Gabon,Africa,2011,10260.374984,current US$/inhab,0.663,,77.289771899,US$/m3,0.502166065,%,91.6,%,93653.032440056,m3/inhab/year,2.9274349212646484,-5.978646755218506
Gabon,Africa,2012,9349.061096,current US$/inhab,0.672,,81.193316722,US$/m3,0.502166065,%,92.2,%,90379.238908807,m3/inhab/year,-1.3821296691894531,7.43897008895874
Gabon,Africa,2013,9247.41833,current US$/inhab,0.679,,85.750947444,US$/m3,0.502166065,%,92.7,%,87266.181831181,m3/inhab/year,0.9354560375213623,10.666723251342773
Gabon,Africa,2014,9243.014157,current US$/inhab,0.688,,88.881367077,US$/m3,0.502166065,%,93.2,%,84398.697412875,m3/inhab/year,-7.562134265899658,-2.1611335277557373
Gabon,Africa,2015,7085.121978,current US$/inhab,0.692,,91.370339824,US$/m3,0.502166065,%,93.2,%,81833.181580435,m3/inhab/year,6.279812812805176,-7.119913101196289
Gabon,Africa,2016,6722.169009,current US$/inhab,0.696,,92.953403152,US$/m3,0.502166065,%,93.2,%,79570.282129377,m3/inhab/year,10.256719589233398,-0.5607472062110901
Gabon,Africa,2017,6975.769481,current US$/inhab,0.7,,94.77316672,US$/m3,0.502166065,%,93.2,%,77562.30098378,m3/inhab/year,-1.0862950086593628,7.896119117736816
Gabon,Africa,2018,7694.90875,current US$/inhab,0.702,,95.917760896,US$/m3,0.502166065,%,93.2,%,75729.512429676,m3/inhab/year,5.88733434677124,5.490077972412109
Gabon,Africa,2019,7523.862278,current US$/inhab,0.702,,99.434606043,US$/m3,0.502166065,%,93.2,%,74015.119594611,m3/inhab/year,-0.2960062026977539,10.146758079528809
Gabon,Africa,2020,6681.100968,current US$/inhab,0.702,,95.718304048,US$/m3,0.502166065,%,93.2,%,72407.727038572,m3/inhab/year,2.531953811645508,-8.52743911743164
Gabon,Africa,2021,7910.846082,current US$/inhab,0.702,,99.042562972,US$/m3,0.502166065,%,93.2,%,70904.446007759,m3/inhab/year,-5.360185146331787,-4.136537075042725
Gambia,Africa,2005,618.959806,current US$/inhab,0.413,,6.776898896,US$/m3,2.209656372,%,85.9,%,4818.20897536,m3/inhab/year,0.20182806253433228,-0.4996471703052521
Gambia,Africa,2006,615.973927,current US$/inhab,0.418,,7.319395796,US$/m3,2.209656372,%,86.5,%,4674.825015456,m3/inhab/year,0.3047725260257721,0.9514545798301697
Gambia,Africa,2007,725.092276,current US$/inhab,0.424,,7.705932619,US$/m3,2.209656372,%,87.1,%,4532.87838344,m3/inhab/year,2.022186517715454,-1.3567227125167847
Gambia,Africa,2008,857.858239,current US$/inhab,0.431,,7.600219601,US$/m3,2.209656372,%,87.7,%,4394.295764668,m3/inhab/year,0.8007822632789612,3.745649576187134
Gambia,Africa,2009,772.124927,current US$/inhab,0.434,,7.754065745,US$/m3,2.209656372,%,88.3,%,4259.580995666,m3/inhab/year,1.7474455833435059,-0.7659661173820496
Gambia,Africa,2010,796.631839,current US$/inhab,0.437,,7.915502292,US$/m3,2.209656372,%,88.9,%,4129.511814275,m3/inhab/year,-1.6046761274337769,-0.9186629056930542
Gambia,Africa,2011,705.477493,current US$/inhab,0.435,,8.159402319,US$/m3,2.209656372,%,89.5,%,4003.579199805,m3/inhab/year,-2.509315252304077,1.8581019639968872
Gambia,Africa,2012,686.557561,current US$/inhab,0.441,,8.587022502,US$/m3,2.209656372,%,90.1,%,3881.584501609,m3/inhab/year,-1.1393084526062012,-2.4884839057922363
Gambia,Africa,2013,647.385582,current US$/inhab,0.448,,8.912273457,US$/m3,2.209656372,%,90.1,%,3764.937979706,m3/inhab/year,-1.5259671211242676,-1.4265743494033813
Gambia,Africa,2014,561.649866,current US$/inhab,0.449,,9.122812274,US$/m3,2.209656372,%,90.2,%,3654.605099362,m3/inhab/year,3.0281758308410645,2.3039824962615967
Gambia,Africa,2015,611.671619,current US$/inhab,0.454,,9.408393978,US$/m3,2.209656372,%,90.2,%,3550.611526261,m3/inhab/year,-2.6808958053588867,0.3519628643989563
Gambia,Africa,2016,633.199597,current US$/inhab,0.456,,9.687383089,US$/m3,2.209656372,%,90.2,%,3452.433663645,m3/inhab/year,-2.1563422679901123,-1.7924870252609253
Gambia,Africa,2017,632.019869,current US$/inhab,0.459,,10.382404515,US$/m3,2.209656372,%,90.2,%,3359.675992847,m3/inhab/year,2.850311756134033,-2.011460304260254
Gambia,Africa,2018,683.330812,current US$/inhab,0.466,,11.242442351,US$/m3,2.209656372,%,90.2,%,3272.096055652,m3/inhab/year,-4.143675804138184,-1.1506072282791138
Gambia,Africa,2019,722.875351,current US$/inhab,0.466,,11.945847059,US$/m3,2.209656372,%,90.2,%,3188.670017693,m3/inhab/year,0.7361038327217102,-1.5723822116851807
Gambia,Africa,2020,704.030458,current US$/inhab,0.466,,11.812011659,US$/m3,2.209656372,%,90.2,%,3108.009145317,m3/inhab/year,0.1221650019288063,2.5965332984924316
Gambia,Africa,2021,772.151453,current US$/inhab,0.466,,12.256417104,US$/m3,2.209656372,%,90.2,%,3030.399452104,m3/inhab/year,2.8464622497558594,1.5373587608337402
Georgia,Asia,2005,1702.56379,current US$/inhab,0.705,,3.976291155,US$/m3,5.905537459,%,93.0,%,15987.652170488,m3/inhab/year,0.8354081511497498,3.5815861225128174
Georgia,Asia,2006,2071.204249,current US$/inhab,0.712,,4.39179685,US$/m3,5.916395223,%,93.8,%,16098.663223744,m3/inhab/year,4.912784576416016,2.2684757709503174
Georgia,Asia,2007,2739.478765,current US$/inhab,0.724,,4.84754748,US$/m3,5.927252986,%,94.6,%,16211.566964549,m3/inhab/year,-2.1184232234954834,2.4631245136260986
Georgia,Asia,2008,3469.389751,current US$/inhab,0.723,,5.039360452,US$/m3,5.938110749,%,95.3,%,16323.435483896,m3/inhab/year,-3.364288568496704,-1.726340889930725
Georgia,Asia,2009,2937.989495,current US$/inhab,0.727,,4.965299256,US$/m3,5.842487785,%,96.1,%,16427.16331189,m3/inhab/year,-1.612558364868164,-5.8538899421691895
Georgia,Asia,2010,3190.967257,current US$/inhab,0.732,,5.468555693,US$/m3,5.746864821,%,96.8,%,16505.809090888,m3/inhab/year,2.822409152984619,4.241355895996094
Georgia,Asia,2011,3953.122194,current US$/inhab,0.738,,5.952481438,US$/m3,5.651241857,%,97.6,%,16571.324203972,m3/inhab/year,3.4627153873443604,-0.0974714607000351
Georgia,Asia,2012,4334.199042,current US$/inhab,0.749,,6.511039346,US$/m3,5.555618893,%,98.3,%,16646.707090504,m3/inhab/year,2.4029552936553955,2.971156597137451
Georgia,Asia,2013,4540.394361,current US$/inhab,0.756,,6.844407242,US$/m3,5.459995928,%,99.0,%,16727.315180071,m3/inhab/year,2.7923624515533447,4.852574825286865
Georgia,Asia,2014,4670.453777,current US$/inhab,0.764,,7.229796905,US$/m3,5.364372964,%,99.6,%,16779.559301421,m3/inhab/year,-1.5913904905319214,-3.0692973136901855
Georgia,Asia,2015,3965.301663,current US$/inhab,0.771,,7.633860035,US$/m3,5.26875,%,100.0,%,16793.366023783,m3/inhab/year,4.823192596435547,-1.4923107624053955
Georgia,Asia,2016,4015.156975,current US$/inhab,0.776,,7.939000333,US$/m3,5.173127036,%,100.0,%,16793.46399336,m3/inhab/year,4.5923309326171875,1.373537302017212
Georgia,Asia,2017,4306.23481,current US$/inhab,0.783,,9.574393288,US$/m3,4.477296417,%,100.0,%,16789.946711207,m3/inhab/year,-2.882310152053833,2.1563596725463867
Georgia,Asia,2018,4665.447805,current US$/inhab,0.786,,10.661089586,US$/m3,4.205602606,%,100.0,%,16788.0551119,m3/inhab/year,2.7974624633789062,0.34447792172431946
Georgia,Asia,2019,4634.805741,current US$/inhab,0.786,,9.31198212,US$/m3,5.120977199,%,100.0,%,16794.795602325,m3/inhab/year,-2.667984962463379,4.82319450378418
Georgia,Asia,2020,4207.853147,current US$/inhab,0.786,,8.222744473,US$/m3,5.386710098,%,100.0,%,16816.643617801,m3/inhab/year,-1.8254061937332153,-4.280055522918701
Georgia,Asia,2021,4975.124921,current US$/inhab,0.786,,9.378017703,US$/m3,5.240977199,%,100.0,%,16852.138648955,m3/inhab/year,-4.59350061416626,1.1414873600006104
Germany,Europe,2005,35040.709417,current US$/inhab,0.9,,,,55.287205318,%,100.0,%,1896.26756424,m3/inhab/year,,
Germany,Europe,2006,36857.894799,current US$/inhab,0.91,,68.241422644,US$/m3,54.45761239,%,100.0,%,1897.069984033,m3/inhab/year,10.29956340789795,-0.11786044389009476
Germany,Europe,2007,42139.592724,current US$/inhab,0.914,,71.777407406,US$/m3,44.209155702,%,100.0,%,1896.929474749,m3/inhab/year,-2.9257915019989014,8.502909660339355
Germany,Europe,2008,45928.116868,current US$/inhab,0.916,,72.025865349,US$/m3,53.274734101,%,100.0,%,1896.143492851,m3/inhab/year,-8.963183403015137,-1.971620798110962
Germany,Europe,2009,41810.985396,current US$/inhab,0.916,,66.44125603,US$/m3,54.396875,%,100.0,%,1895.137023022,m3/inhab/year,-7.26495361328125,-6.010340690612793
Germany,Europe,2010,41762.684505,current US$/inhab,0.92,,70.204164035,US$/m3,45.217927632,%,100.0,%,1893.634547469,m3/inhab/year,8.350496292114258,3.718303680419922
Germany,Europe,2011,45986.898296,current US$/inhab,0.925,,78.307960734,US$/m3,49.921603618,%,100.0,%,1891.348698405,m3/inhab/year,8.55686092376709,3.4510743618011475
Germany,Europe,2012,43256.122439,current US$/inhab,0.927,,85.221919771,US$/m3,46.117243695,%,100.0,%,1888.5147218,m3/inhab/year,9.115496635437012,3.1170618534088135
Germany,Europe,2013,45699.270785,current US$/inhab,0.927,,91.414686056,US$/m3,34.712171053,%,100.0,%,1885.39282239,m3/inhab/year,8.512161254882812,2.8740298748016357
Germany,Europe,2014,47446.566146,current US$/inhab,0.93,,94.188106399,US$/m3,42.911310307,%,100.0,%,1881.287692561,m3/inhab/year,-0.1277865767478943,-9.407787322998047
Germany,Europe,2015,40893.186092,current US$/inhab,0.933,,100.471618213,US$/m3,40.890083608,%,100.0,%,1876.373179239,m3/inhab/year,9.541035652160645,2.820142984390259
Germany,Europe,2016,42116.33755,current US$/inhab,0.936,,101.852606464,US$/m3,33.50191886,%,100.0,%,1870.488744012,m3/inhab/year,6.742300033569336,7.518182754516602
Germany,Europe,2017,44670.222288,current US$/inhab,0.938,,113.400405095,US$/m3,38.032351974,%,100.0,%,1863.856783956,m3/inhab/year,-10.129385948181152,0.4127498269081116
Germany,Europe,2018,47944.532735,current US$/inhab,0.939,,118.238423951,US$/m3,36.898484101,%,100.0,%,1857.733871565,m3/inhab/year,9.179117202758789,-2.9874119758605957
Germany,Europe,2019,46762.633406,current US$/inhab,0.939,,124.599624569,US$/m3,35.351657072,%,100.0,%,1852.115972142,m3/inhab/year,-9.382596015930176,6.823241710662842
Germany,Europe,2020,46678.460742,current US$/inhab,0.939,,120.78622824,US$/m3,35.351657072,%,100.0,%,1848.096367137,m3/inhab/year,-6.704418182373047,-9.327106475830078
Germany,Europe,2021,51073.117896,current US$/inhab,0.939,,123.550234295,US$/m3,35.351657072,%,100.0,%,1846.333410839,m3/inhab/year,-10.04142951965332,5.350500106811523
Ghana,Africa,2005,1011.907502,current US$/inhab,0.508,,16.543157608,US$/m3,4.871948561,%,77.0,%,2498.116300293,m3/inhab/year,1.3791319131851196,-3.6627535820007324
Ghana,Africa,2006,1169.602908,current US$/inhab,0.518,,17.025490069,US$/m3,4.990191805,%,78.3,%,2433.049365013,m3/inhab/year,-3.1666598320007324,1.3486436605453491
Ghana,Africa,2007,1382.227249,current US$/inhab,0.529,,16.907872141,US$/m3,5.108435048,%,79.5,%,2370.475849828,m3/inhab/year,3.8463428020477295,-4.676124572753906
Ghana,Africa,2008,1552.289562,current US$/inhab,0.542,,17.411431923,US$/m3,5.226678291,%,80.7,%,2310.277028936,m3/inhab/year,4.225488185882568,3.909841775894165
